X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,A,T_obs,delta,T_true,t_latent,true_CATE
2.115609418740619,1.6382172706687763,1.2261084288065447,0.9049453342712271,0.6647457797867388,0.4876008604661002,0.3575169444053945,0.26210833936929934,0.19215530318447013,0.1408706829143861,0,6.0130922376515725,1,6.0130922376515725,3.745401188473625,0.8516718463208521
3.0809787487243416,3.0399053651136287,2.9944174752267787,2.9478703982808794,2.9015528857640147,2.855839435967267,2.810817486632123,2.7664989542597764,2.7228778394238438,2.6799442419124078,0,0.3372496552386685,1,0.3372496552386685,9.50714306409916,2.555305916455931
2.780754819139879,2.560069073785487,2.3324262118093153,2.1168227503286596,1.9189111647131305,1.7389637288028361,1.5757703460888621,1.427866150751698,1.2938391562605305,1.1723915656782093,1,1.0058132557082993,0,4.015737188507214,7.319939418114051,3.0090448775797407
2.566154220531393,2.2413803109547654,1.924000437782954,1.6406401795707721,1.3961187199537657,1.1873617529583707,1.0096714697122566,0.8585419684607889,0.7300275970179708,0.62074919904864,0,1.9607897090928008,1,1.9607897090928008,5.986584841970366,2.9440583978850965
1.4339159151054894,0.8953624019880488,0.5233356654394677,0.2965658996985609,0.16598124994993346,0.09247177640777263,0.05143558314002761,0.02859441920484034,0.015893497746966467,0.00883346911476971,1,9.527514647845845,1,9.527514647845845,1.5601864044243652,-8.403762660083881
1.433811460678439,0.8952642391933983,0.5232560804183957,0.29650722056965334,0.16594052265396936,0.09244461935689385,0.05141797537093185,0.028583235594411418,0.015886505411150217,0.00882915126175531,0,14.93551355891625,0,17.933439959903478,1.5599452033620265,-8.405580598823606
0.8605742264208854,0.42883983592025765,0.1932253956730176,0.0824768509007701,0.034291733388629585,0.014085103705325603,0.005753446388247117,0.002344294803555927,0.0009541325001878006,0.000388137765189788,0,29.26000788409389,1,29.26000788409389,0.5808361216819946,-18.22484904631487
2.971182199753521,2.859823273886608,2.739588915384196,2.6199073238821895,2.5041941564825922,2.3932805482026183,2.287208203036897,2.185821541840679,2.088925836973621,1.9963247639830022,1,0.03991826429745616,0,3.283623811775139,8.661761457749352,2.768959803831859
2.5703898038062363,2.247474319293687,1.9315645381520357,1.6491786382932965,1.4051917289226517,1.196624042830464,1.018865589474572,0.867482389519596,0.7385855205376843,0.6288398640434091,0,1.936853341222827,1,1.936853341222827,6.011150117432088,2.9499546814131694
2.7443475199970804,2.50457621501571,2.259454574879849,2.02955717128726,1.8206718211769592,1.6327141947510628,1.4640332680791945,1.3127523090612687,1.177097908559367,1.055460357739727,0,1.1345962229137356,1,1.1345962229137356,7.080725777960454,3.0278502054556906
