X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,A,T_obs,delta,T_true,t_latent,true_CATE
0.7562428576621407,1.2355036411831217,2.1641877004943137,1.6854187592590033,1.0592863725170445,1.8266468571736738,1.9380868876568007,1.037604455913795,1.5437518133042423,2.151212150999091,0,6.0130922376515725,1,6.0130922376515725,3.745401188473625,0.8516718463208521
1.0767440474502432,0.03159767729528418,1.820156256473121,3.0789238745763363,1.2475455057775284,0.07400664118478972,2.020980518570872,3.06027065413053,0.9922785661409531,0.1226933192813604,0,0.3372496552386685,1,0.3372496552386685,9.50714306409916,2.555305916455931
2.74612447590403,2.565555397398598,2.6723830729389038,0.8051463377015665,1.6770552325935388,0.3800082831562046,0.49374609348503107,0.8296141584237889,0.5638100043484038,2.098836435564639,0,1.0066923109274735,1,1.0066923109274735,7.319939418114051,3.0090448775797407
0.8359028047167192,2.952899771608359,0.9766698952763453,2.3222903131099724,0.9007901264495038,2.280629600474042,0.5989169330571339,1.9084239466037276,0.6366323122048304,1.6681342360580358,0,0.7379836528112452,0,1.9607897090928008,5.986584841970366,2.9440583978850965
1.6027057252648074,1.8867560442252873,1.587057034642489,1.1556666077271354,1.3835658921916514,1.6698212550992728,1.5279031211196585,1.7668105213077594,1.871022728387044,1.5726837318046034,0,5.398877726784428,0,17.931277307929726,1.5601864044243652,-8.403762660083881
1.5832917155721655,1.8418950348790017,1.529001429824225,1.1485319155328668,1.3903479395660707,1.6484996904222549,1.5271750270962134,1.7586201553594834,1.8941713178151927,1.5741141230206903,0,1.9659531104543355,0,17.933439959903478,1.5599452033620265,-8.405580598823606
1.323154915195869,1.9631067742617558,1.6148261053914312,1.4864235378696533,1.7431537165667277,1.6445744262863975,1.5876542355134162,1.4830497539090381,1.632589503685367,1.4614683549548277,0,29.26000788409389,1,29.26000788409389,0.5808361216819946,-18.22484904631487
2.6359880203497137,0.6373205597890188,0.005147699932512628,1.5284814536482116,2.7393343619580763,2.631128653229491,1.3708176580157063,0.04052099883294713,0.7188422563064949,2.694313526962446,0,0.51466400794328,1,0.51466400794328,8.661761457749352,2.768959803831859
0.8765117972737082,2.944660270401533,1.0198565497266099,2.382454216799563,0.9184623266084797,2.3601456535619656,0.63649644767599,1.9922016449699471,0.6602323975021851,1.8048454496881547,0,1.936853341222827,1,1.936853341222827,6.011150117432088,2.9499546814131694
2.4313880352091006,2.7955230393972323,2.7634210594908737,1.3952279137609034,2.4366077563512776,0.7856650863496731,1.4472783661616295,0.3023688369546602,0.7443987084855356,0.8067211722436355,1,4.162446428369426,1,4.162446428369426,7.080725777960454,3.0278502054556906
1.318707494049964,1.8850043670977354,1.5466157830964762,1.4906365671203985,1.6773061255230208,1.7143249259555369,1.5473614828281743,1.5267725573759103,1.6594576580736518,1.5995580141610315,0,35.2941509380233,1,35.2941509380233,0.20584494295802447,-23.62048990367255
0.6540802143479992,0.06410617339287916,2.4506116056220395,2.9267503114065843,0.5031842245702971,0.521456498542153,2.9381395934701446,2.268471878883527,0.06970863420380402,1.2325998400460463,0,0.30638599973593594,1,0.30638599973593594,9.699098521619943,2.50407091606051
2.9947557548793275,1.1204720102417576,0.3562180943283062,0.5918750123253179,1.4329638455721163,3.078308822282069,2.801464478350825,1.0857888070277442,0.6625729110153084,0.6217003043007471,1,3.4540515027406578,1,3.4540515027406578,8.324426408004218,2.8448300708042247
1.6654700850549164,1.6454651070920456,1.2108772586258494,1.2976093365773402,1.6752675717061922,2.024652674420885,1.8046607621532766,1.295258099665019,1.2872042105920876,1.4370092533065622,1,8.755684843769775,1,8.755684843769775,2.1233911067827616,-4.774785065463062
1.687385011453975,1.7505874527568426,1.3909396130629528,1.1425498663586835,1.4464729394745661,1.8398538103348485,1.7549491699920727,1.686227127066116,1.7447693024314703,1.2783164471964237,0,15.760627345861739,1,15.760627345861739,1.8182496720710062,-6.5948710211100465
1.6511397473397862,1.800552123866687,1.3528630225940874,1.1185333032920872,1.4420627634975403,1.870252295191311,1.7594942767124526,1.676467213740647,1.7008879957691527,1.2606583130507996,0,10.711569901606563,0,15.636644665001876,1.8340450985343382,-6.492579188389632
1.2902577040296506,1.288860293500636,1.4465741342724283,1.9657902225480184,1.8231073108273752,1.1306260919303026,1.292994527281737,1.9774081156573344,1.8589607439898674,1.1249353708229886,0,8.545702381015426,1,8.545702381015426,3.0424224295953772,-0.9175284630819016
0.18778694453900724,2.3796951924314627,0.7076178375025765,1.0178308983512199,1.615354154521345,0.7637824203917083,2.249398900212466,1.032209294783671,2.4046287174734204,1.960949701150211,0,2.324741688888268,0,2.8373132558382124,5.247564316322379,2.6425338731898385
0.33099939867289474,1.562783581272836,2.08250318288723,0.9099458743592053,1.915692520169667,2.3699544153282415,0.7868601375716862,1.539088363032211,1.8937857079784146,0.8800550172550177,1,6.298391755432027,1,6.298391755432027,4.319450186421157,1.7856060644679452
1.4076320250488066,1.2958202174371172,1.3284170070237935,1.8901233254733196,1.9424724328988132,1.23058968836702,1.1226939063122747,1.7705604985208352,2.0328868557310327,1.3778773690492843,0,9.120220896426234,1,9.120220896426234,2.9122914019804194,-1.341684928447771
1.0334239789309856,3.0295464776358085,1.175121637913365,2.4644061220292457,1.1708262862764047,2.566715017502085,0.9180156596271455,2.352139790468265,0.8755364723586853,2.252296379925013,0,1.8356070647461507,1,1.8356070647461507,6.118528947223795,2.9731205009893817
1.5760032129174162,1.8640553266769173,1.6210311755615696,1.1943867372122987,1.4325159464662343,1.5266703842297091,1.393175084628644,1.7020144532115427,1.7580895584163538,1.7509095775155956,1,5.729522882913154,0,9.76662597416367,1.3949386065204183,-9.709130271624105
1.4317663264408038,1.323940700895104,1.3224318455424842,1.8958004490617553,1.9519129293690982,1.2602475127794923,1.1548040391060543,1.8381984185881042,2.068221395247406,1.3358685383150053,0,9.078568111500353,1,9.078568111500353,2.9214464853521815,-1.3107067840970572
0.8530592829782278,1.247232295690203,2.1351944410825445,1.7530195484764244,1.074295254673483,1.6536731172035222,2.0287888358176454,1.1906016192070372,1.308501939086176,2.0932185899682114,0,2.0086670464876715,0,6.264072354162595,3.663618432936917,0.6854232841463137
0.20695783182705907,1.7122701913731402,1.7803182561099902,0.7049315366978687,2.3466595660416303,2.0081724330572293,1.0830803151889172,2.152262133689274,1.0837148818083848,1.027744262464128,1,6.0745437014356405,1,6.0745437014356405,4.56069984217036,2.0745619266844377
3.081110612850737,1.8275208123753304,1.5539069924344402,0.05797043899858334,0.3511593385340557,1.671445411119685,1.4808933907709845,2.8276851437769226,2.9214384992784725,1.595415419296617,1,3.7078341154413437,1,3.7078341154413437,7.851759613930136,2.936196370262825
1.7146461967705426,1.6882655849567108,1.2950294276292054,1.204831355762246,1.549189612122443,1.9998297942567267,1.850965076983001,1.4366868258685213,1.4700189669814931,1.306399324463276,1,8.923615402169329,1,8.923615402169329,1.9967378215835974,-5.491405989711261
0.14124247556450165,2.277716342043786,0.8629613265586168,0.8483501270917817,1.8713432237684726,0.7854014335883704,2.3536880219087917,1.3983715264389895,2.094419103521536,2.2696709027443767,0,2.9905805541258226,1,2.9905805541258226,5.142344384136116,2.5764410739039376
